,id,START_DATE,END_DATE,TAX_CATEGORIES,TAX_ITEMS,TAXATION_BASIS,TAX_RATE,DEDUCTION,TAX_AMOUNT,label
466,f000950527a6feb6a1234ed77d116afe0f813351c84cc365,2015/09/01,2015/09/30,印花税,滞纳金,500.0,0.0005,0.02,0.25,0
467,f000950527a6feb6a1234ed77d116afe0f813351c84cc365,2015/09/01,2015/09/30,印花税,滞纳金,500.0,0.0005,0.02,0.25,0
468,f000950527a6feb6a1234ed77d116afe0f813351c84cc365,2015/09/01,2015/09/30,印花税,滞纳金,500.0,0.0005,0.02,0.25,0
469,f000950527a6feb6a1234ed77d116afe0f813351c84cc365,2015/09/01,2015/09/30,印花税,滞纳金,500.0,0.0005,0.02,0.25,0
470,f000950527a6feb6a1234ed77d116afe0f813351c84cc365,2015/09/01,2015/09/30,印花税,滞纳金,500.0,0.0005,0.02,0.25,0
471,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,20人以下乘人汽车,25152.95,0.07,0.01,1760.7,0
472,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,11854.7,0.07,0.0,829.83,0
473,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,20人以下乘人汽车,7000.0,0.07,0.0,490.0,0
474,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,50180.65,0.07,0.01,3512.64,0
475,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,26792.65,0.07,0.0,1875.49,0
476,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,购销合同,2587.9,0.03,0.0,77.64,0
477,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,购销合同,17071.76,0.1,630.0,1077.18,0
478,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,购销合同,35823.02,0.2,2775.0,4389.6,0
479,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,32655.2,0.07,0.0,2285.86,0
480,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,81254.0,0.07,0.0,5687.78,0
481,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,96192.15,0.07,0.0,6733.45,0
482,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,35769.3,0.07,0.0,2503.85,0
483,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,13548.65,0.07,0.0,948.41,0
484,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,20人以下乘人汽车,55655.1,0.07,0.0,3895.86,0
485,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,68085.6,0.07,0.0,4765.99,0
486,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,56356.3,0.07,-0.01,3944.95,0
487,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,20人以下乘人汽车,26484.8,0.07,0.0,1853.94,0
488,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,购销合同,11324.1,0.1,420.0,712.41,0
489,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,购销合同,3349.9,0.03,0.0,100.5,0
490,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,购销合同,35386.02,0.2,2775.01,4302.19,0
491,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,购销合同,2779.66,0.03,0.0,83.39,0
492,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,购销合同,13857.48,0.1,525.0,860.75,0
493,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,购销合同,35823.02,0.2,2775.0,4389.6,0
494,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,产权转移书据,1113102.0,0.0005,-0.05,556.6,0
495,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,产权转移书据,503059.0,0.0005,0.03,251.5,0
496,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,产权转移书据,270973.0,0.0005,-0.01,135.5,0
497,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,产权转移书据,1361712.0,0.0005,-0.04,680.9,0
498,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/08,2015/10/08,印花税,权利、许可证照,0.0,0.2,,1000.0,0
499,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,653104.0,0.0005,-0.05,326.6,0
500,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,1625080.0,0.0005,0.04,812.5,0
501,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,生猪,2779.66,0.03,0.0,83.39,0
502,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,生猪,13857.48,0.1,525.0,860.75,0
503,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,生猪,35823.02,0.2,2775.0,4389.6,0
504,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,1127126.0,0.0005,-0.04,563.6,0
505,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,生猪,11324.1,0.1,420.0,712.41,0
506,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,生猪,3349.9,0.03,0.0,100.5,0
507,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,生猪,35386.02,0.2,2775.01,4302.19,0
508,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,产权转移书据,529696.0,0.0005,0.05,264.8,0
509,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,产权转移书据,140000.0,0.0005,0.0,70.0,0
510,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,产权转移书据,715386.0,0.0005,-0.01,357.7,0
511,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,产权转移书据,237094.0,0.0005,0.05,118.5,0
512,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,1003613.0,0.0005,0.01,501.8,0
513,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,1923843.0,0.0005,0.02,961.9,0
514,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,生猪,2587.9,0.03,0.0,77.64,0
515,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,生猪,17071.76,0.1,630.0,1077.18,0
516,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,生猪,35823.02,0.2,2775.0,4389.6,0
517,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,代收工会经费（2％）,11324.1,0.1,420.0,712.41,0
518,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,代收工会经费（2％）,3349.9,0.03,0.0,100.5,0
519,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,代收工会经费（2％）,35386.02,0.2,2775.01,4302.19,0
520,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,2587.9,0.03,0.0,77.64,0
521,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,17071.76,0.1,630.0,1077.18,0
522,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,35823.02,0.2,2775.0,4389.6,0
523,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,代收工会经费（2％）,2779.66,0.03,0.0,83.39,0
524,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,代收工会经费（2％）,13857.48,0.1,525.0,860.75,0
525,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,代收工会经费（2％）,35823.02,0.2,2775.0,4389.6,0
526,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,产权转移书据,535853.0,0.0005,0.03,267.9,0
527,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,1923843.0,0.0005,0.02,961.9,0
528,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,机关事业单位养老保险基金（全额单位）,11324.1,0.1,420.0,712.41,0
529,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,机关事业单位养老保险基金（全额单位）,3349.9,0.03,0.0,100.5,0
530,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,机关事业单位养老保险基金（全额单位）,35386.02,0.2,2775.01,4302.19,0
531,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,增消营税额（0.5%）,529696.0,0.0005,0.05,264.8,0
532,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,增消营税额（0.5%）,140000.0,0.0005,0.0,70.0,0
533,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,增消营税额（0.5%）,715386.0,0.0005,-0.01,357.7,0
534,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,增消营税额（0.5%）,237094.0,0.0005,0.05,118.5,0
535,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,535853.0,0.0005,0.03,267.9,0
536,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,增消营税额（0.5%）,1113102.0,0.0005,-0.05,556.6,0
537,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,机关事业单位养老保险基金（全额单位）,2779.66,0.03,0.0,83.39,0
538,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,机关事业单位养老保险基金（全额单位）,13857.48,0.1,525.0,860.75,0
539,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,机关事业单位养老保险基金（全额单位）,35823.02,0.2,2775.0,4389.6,0
540,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,2587.9,0.03,0.0,77.64,0
541,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,17071.76,0.1,630.0,1077.18,0
542,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,35823.02,0.2,2775.0,4389.6,0
543,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,增消营税额（0.5%）,503059.0,0.0005,0.03,251.5,0
544,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,653104.0,0.0005,-0.05,326.6,0
545,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,1625080.0,0.0005,0.04,812.5,0
546,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,1127126.0,0.0005,-0.04,563.6,0
547,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,增消营税额（0.5%）,1003613.0,0.0005,0.01,501.8,0
548,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,增消营税额（0.5%）,270973.0,0.0005,-0.01,135.5,0
549,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,增消营税额（0.5%）,1361712.0,0.0005,-0.04,680.9,0
550,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/08,2015/10/08,印花税,价格调节基金,0.0,0.2,,1000.0,0
551,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,一等,2779.66,0.03,0.0,83.39,0
552,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,一等,13857.48,0.1,525.0,860.75,0
553,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,一等,35823.02,0.2,2775.0,4389.6,0
554,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,一等,11324.1,0.1,420.0,712.41,0
555,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,一等,3349.9,0.03,0.0,100.5,0
556,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,一等,35386.02,0.2,2775.01,4302.19,0
557,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,一等,2587.9,0.03,0.0,77.64,0
558,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,一等,17071.76,0.1,630.0,1077.18,0
559,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,一等,35823.02,0.2,2775.0,4389.6,0
560,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,土地增值税,11324.1,0.1,420.0,712.41,0
561,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,土地增值税,3349.9,0.03,0.0,100.5,0
562,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,土地增值税,2779.66,0.03,0.0,83.39,0
563,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,土地增值税,13857.48,0.1,525.0,860.75,0
564,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,土地增值税,35823.02,0.2,2775.0,4389.6,0
565,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,土地增值税,35386.02,0.2,2775.01,4302.19,0
566,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,96192.15,0.07,0.0,6733.45,0
567,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,56356.3,0.07,-0.01,3944.95,0
568,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,土地增值税,2587.9,0.03,0.0,77.64,0
569,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,土地增值税,17071.76,0.1,630.0,1077.18,0
570,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,土地增值税,35823.02,0.2,2775.0,4389.6,0
571,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,26792.65,0.07,0.0,1875.49,0
572,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,50180.65,0.07,0.01,3512.64,0
573,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,32655.2,0.07,0.0,2285.86,0
574,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,81254.0,0.07,0.0,5687.78,0
575,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,市区、县、镇 1%,2779.66,0.03,0.0,83.39,0
576,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,市区、县、镇 1%,13857.48,0.1,525.0,860.75,0
577,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,个人所得税,市区、县、镇 1%,35823.02,0.2,2775.0,4389.6,0
578,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,13548.65,0.07,0.0,948.41,0
579,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,土地增值额（超过50%-100%）,55655.1,0.07,0.0,3895.86,0
580,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,土地增值额（超过50%-100%）,26484.8,0.07,0.0,1853.94,0
581,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,653104.0,0.015,0.0,9796.56,0
582,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,1625080.0,0.015,0.0,24376.2,0
583,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,11854.7,0.07,0.0,829.83,0
584,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,土地增值额（超过50%-100%）,7000.0,0.07,0.0,490.0,0
585,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,1127126.0,0.015,0.0,16906.89,0
586,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,1003613.0,0.015,-0.01,15054.2,0
587,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,土地增值额（超过50%-100%）,25152.95,0.07,0.01,1760.7,0
588,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,1923843.0,0.015,-0.01,28857.65,0
589,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,土地增值税,普通标准住宅,535853.0,0.015,-0.01,8037.8,0
590,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,土地增值税,普通标准住宅,1113102.0,0.015,0.0,16696.53,0
591,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,土地增值税,普通标准住宅,503059.0,0.015,-0.01,7545.89,0
592,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,2587.9,0.03,0.0,77.64,0
593,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,17071.76,0.1,630.0,1077.18,0
594,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,35823.02,0.2,2775.0,4389.6,0
595,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,土地增值税,普通标准住宅,529696.0,0.015,0.0,7945.44,0
596,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,土地增值税,普通标准住宅,140000.0,0.015,0.0,2100.0,0
597,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,土地增值税,普通标准住宅,715386.0,0.015,0.0,10730.79,0
598,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,土地增值税,普通标准住宅,237094.0,0.015,0.0,3556.41,0
599,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,土地增值税,普通标准住宅,270973.0,0.015,-0.01,4064.6,0
600,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,土地增值税,普通标准住宅,1361712.0,0.015,0.0,20425.68,0
601,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,68085.6,0.07,0.0,4765.99,0
602,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,35769.3,0.07,0.0,2503.85,0
603,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,营业税附征(市区),25152.95,0.07,0.01,1760.7,0
604,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,市区、县、镇 1%,11324.1,0.1,420.0,712.41,0
605,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,市区、县、镇 1%,3349.9,0.03,0.0,100.5,0
606,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,市区、县、镇 1%,35386.02,0.2,2775.01,4302.19,0
607,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),56356.3,0.07,-0.01,3944.95,0
608,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,营业税附征(市区),7000.0,0.07,0.0,490.0,0
609,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,营业税附征(市区),11854.7,0.07,0.0,829.83,0
610,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),50180.65,0.07,0.01,3512.64,0
611,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,按5%税率征收基建,1361712.0,0.0005,-0.04,680.9,0
612,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/08,2015/10/08,印花税,按5%税率征收其它,0.0,0.2,,1000.0,0
613,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),26792.65,0.07,0.0,1875.49,0
614,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,营业税附征(市区),68085.6,0.07,0.0,4765.99,0
615,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,营业税附征(市区),35769.3,0.07,0.0,2503.85,0
616,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),96192.15,0.07,0.0,6733.45,0
617,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,营业税附征(市区),55655.1,0.07,0.0,3895.86,0
618,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,城市维护建设税,营业税附征(市区),26484.8,0.07,0.0,1853.94,0
619,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),32655.2,0.07,0.0,2285.86,0
620,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),81254.0,0.07,0.0,5687.78,0
621,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,城市维护建设税,营业税附征(市区),13548.65,0.07,0.0,948.41,0
622,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,按5%税率征收基建,529696.0,0.0005,0.05,264.8,0
623,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,印花税,按5%税率征收基建,140000.0,0.0005,0.0,70.0,0
624,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,按5%税率征收基建,715386.0,0.0005,-0.01,357.7,0
625,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,增值税随征,3349.9,0.03,0.0,100.5,0
626,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/11/01,2015/11/30,个人所得税,增值税随征,35386.02,0.2,2775.01,4302.19,0
627,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/10/01,2015/10/31,印花税,按5%税率征收基建,535853.0,0.0005,0.03,267.9,0
628,d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,2015/12/01,2015/12/31,印花税,按5%税率征收基建,270973.0,0.0005,-0.01,135.5,0
