,id,ANCHEYEAR,STATE,FUNDAM,EMPNUM,EMPNUMSIGN,BUSSTNAME,COLGRANUM,RETSOLNUM,DISPERNUM,UNENUM,COLEMPLNUM,RETEMPLNUM,DISEMPLNUM,UNEEMPLNUM,WEBSITSIGN,FORINVESTSIGN,STOCKTRANSIGN,PUBSTATE,label
1522,f000950527a6feb66c064633791da0f73bab53f311ae64d2,2018.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0
1523,d8071a739aa75a3b8ee66eb6b4d85fd90e8a36b93e8e2444,2018.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1524,59b38c56de3836839b3ed34d4172f9a051b9a7c4bc911618,2016.0,2.0,,5.0,2.0,开业,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,0
1525,59b38c56de3836839b3ed34d4172f9a051b9a7c4bc911618,2017.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,0
1526,59b38c56de3836839b3ed34d4172f9a051b9a7c4bc911618,2018.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,0
1527,f000950527a6feb62adf8311bd8bafcfb677a3a41767857f,2018.0,2.0,,9.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1528,516ab81418ed215dc746a1782fcb3a4bb5cca6f53937853a,2018.0,2.0,,5.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1529,da8691b210adb3f668653d86fce01c556ccb136dc99a722e,2018.0,2.0,100.0,3.0,,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1530,d8071a739aa75a3bbe3b07562bf665bc69584d1a79e292c5,2016.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,1
1531,d8071a739aa75a3bbe3b07562bf665bc69584d1a79e292c5,2018.0,2.0,,0.0,2.0,停业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1532,d8071a739aa75a3bbe3b07562bf665bc69584d1a79e292c5,2017.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,1
1533,beb4aaaa89e0a0ae46c06ebeb63936480fc172cb1006b973,2018.0,2.0,10.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1534,d8071a739aa75a3bec0c2ae66cfa1844303793f05bccbfbb,2018.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1535,59b38c56de383683d2812ecf3b8f52ab352036e6e718bdc4,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1536,59b38c56de383683d2812ecf3b8f52ab352036e6e718bdc4,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1537,da8691b210adb3f6dbcd640ec7e7cf832d02d787e24c01d8,2018.0,2.0,0.5,1.0,,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0
1538,f1c1045b13d1832926c5479eba7ee7d218da5c3079f5fe23,2018.0,2.0,10.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1539,f000950527a6feb60bbe1dfc61cc3c5eba17d561e42d4fd3,2017.0,2.0,,4.0,2.0,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0
1540,f000950527a6feb60bbe1dfc61cc3c5eba17d561e42d4fd3,2018.0,2.0,,8.0,2.0,开业,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1541,4a8fc4f3fb4d8a0f660b78ffbf3a722d21ead27fb9ea7933,2016.0,2.0,10.0,2.0,,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0
1542,4a8fc4f3fb4d8a0f660b78ffbf3a722d21ead27fb9ea7933,2017.0,2.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1543,f000950527a6feb6cba24798b98791789d1115ce6fb68588,2017.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1544,f000950527a6feb6cba24798b98791789d1115ce6fb68588,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1545,f000950527a6feb6dd272957bd59fda84934d88a96d30966,2015.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1546,f000950527a6feb6dd272957bd59fda84934d88a96d30966,2016.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0
1547,f000950527a6feb6dd272957bd59fda84934d88a96d30966,2017.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1548,f000950527a6feb6dd272957bd59fda84934d88a96d30966,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0
1549,8f19388cfd6e2b9cc2bbc085bf1f2205cf8bc437e7fee7ba,2018.0,2.0,5.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1550,59b38c56de38368346ad050643da01f7630689ff778f531d,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1551,59b38c56de38368346ad050643da01f7630689ff778f531d,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1552,f000950527a6feb6b953b7bbef99a23423cbae92bb411420,2018.0,2.0,,4.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1553,4a8fc4f3fb4d8a0f8dc65a32a8db65fea25fc1738df4c6e6,2016.0,,,,,,,,,,,,,,,,,,0
1554,4a8fc4f3fb4d8a0f8dc65a32a8db65fea25fc1738df4c6e6,2017.0,2.0,33.0,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1555,4a8fc4f3fb4d8a0f8dc65a32a8db65fea25fc1738df4c6e6,2018.0,2.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1556,ed38190adf12fcebd47034b1e805406eaf38c0d16ce57d3d,2018.0,2.0,12.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1557,f000950527a6feb6bc5d81f4b5b017d5a93a9096d0245eb1,2015.0,2.0,,15.0,2.0,开业,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1558,f000950527a6feb6bc5d81f4b5b017d5a93a9096d0245eb1,2018.0,2.0,,5.0,2.0,开业,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1559,f000950527a6feb6bc5d81f4b5b017d5a93a9096d0245eb1,2016.0,2.0,,15.0,2.0,开业,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1560,f000950527a6feb6bc5d81f4b5b017d5a93a9096d0245eb1,2017.0,2.0,,10.0,2.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1561,f000950527a6feb662e571dec75dbb580beb36f6c6e2f4f8,2018.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1562,47645761dc56bb8cd38ea21b7b2b2890a509e92299ddd0a0,2015.0,2.0,,7.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,3.0,1
1563,47645761dc56bb8cd38ea21b7b2b2890a509e92299ddd0a0,2017.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1
1564,47645761dc56bb8cd38ea21b7b2b2890a509e92299ddd0a0,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1
1565,47645761dc56bb8cd38ea21b7b2b2890a509e92299ddd0a0,2016.0,2.0,,7.0,2.0,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1
1566,f000950527a6feb6a2f3137ebce12302c2222c79427cbe18,2018.0,2.0,,6.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1567,f000950527a6feb63b1760c99d8de3397a97e3e79943d7dd,2015.0,2.0,,160.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1568,f000950527a6feb63b1760c99d8de3397a97e3e79943d7dd,2016.0,2.0,,105.0,1.0,开业,,,,,,,,,2.0,2.0,2.0,2.0,0
1569,f000950527a6feb63b1760c99d8de3397a97e3e79943d7dd,2017.0,2.0,,27.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1570,f000950527a6feb63b1760c99d8de3397a97e3e79943d7dd,2018.0,2.0,,28.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1571,beb4aaaa89e0a0ae8453f400364e5742f17a8827873b0a77,2018.0,2.0,5.0,1.0,,开业,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0
1572,beb4aaaa89e0a0ae8453f400364e5742f17a8827873b0a77,2018.0,2.0,5.0,1.0,,开业,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,2.0,0
1573,f000950527a6feb6c3b48cf0ef20cc99245b6c143ee2d3db,2015.0,2.0,,4.0,2.0,开业,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1574,f000950527a6feb6c3b48cf0ef20cc99245b6c143ee2d3db,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1575,f000950527a6feb6c3b48cf0ef20cc99245b6c143ee2d3db,2016.0,2.0,,10.0,2.0,开业,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0
1576,f000950527a6feb6c3b48cf0ef20cc99245b6c143ee2d3db,2017.0,2.0,,10.0,2.0,开业,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0
1577,f000950527a6feb6bad198e28856abfdffc339470dfe4321,2015.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1578,f000950527a6feb6bad198e28856abfdffc339470dfe4321,2016.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1579,f000950527a6feb6bad198e28856abfdffc339470dfe4321,2017.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1580,f000950527a6feb6bad198e28856abfdffc339470dfe4321,2018.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
1581,f000950527a6feb6bad198e28856abfdffc339470dfe4321,2018.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
1582,755db3b5c5f74eb4918ef74cd415982c35768e9543d984c3,2017.0,2.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1583,755db3b5c5f74eb4918ef74cd415982c35768e9543d984c3,2018.0,2.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1584,f000950527a6feb68af0b3afca2ed10da4fe4f7f7657abd7,2018.0,2.0,,1.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,1
1585,f000950527a6feb6dcc91824db0c002dd71c9d60f94fe07c,2016.0,2.0,,2.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1586,f000950527a6feb6dcc91824db0c002dd71c9d60f94fe07c,2017.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1587,f000950527a6feb6dcc91824db0c002dd71c9d60f94fe07c,2018.0,2.0,,8.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,0
1588,d8071a739aa75a3b66e4b91007c7c1bde018e712df542846,2017.0,2.0,,5.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1589,f000950527a6feb6e85d26378df22885885e4e74e05978b3,2016.0,2.0,,2.0,2.0,开业,,,,,,,,,2.0,,,3.0,1
1590,f000950527a6feb6e85d26378df22885885e4e74e05978b3,2017.0,2.0,,3.0,2.0,开业,,,,,,,,,2.0,,,2.0,1
1591,f000950527a6feb6e85d26378df22885885e4e74e05978b3,2018.0,2.0,,2.0,2.0,开业,,,,,,,,,2.0,,,3.0,1
1592,59b38c56de383683d87c7aa5fc70c8c167e1e645e72fef9c,2017.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1593,59b38c56de383683d87c7aa5fc70c8c167e1e645e72fef9c,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1594,9c7fa510616a68309cd469ae8ef7946a834cde7fadaca874,2015.0,2.0,4.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1595,9c7fa510616a68309cd469ae8ef7946a834cde7fadaca874,2016.0,2.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1596,9c7fa510616a68309cd469ae8ef7946a834cde7fadaca874,2017.0,2.0,5.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1597,9c7fa510616a68309cd469ae8ef7946a834cde7fadaca874,2018.0,2.0,3.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1598,d8071a739aa75a3b7f58ebee2fa797a55bc62d37f9e09e3c,2015.0,2.0,,3.0,2.0,开业,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1599,d8071a739aa75a3b7f58ebee2fa797a55bc62d37f9e09e3c,2016.0,2.0,,2.0,2.0,开业,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1600,d8071a739aa75a3b7f58ebee2fa797a55bc62d37f9e09e3c,2017.0,2.0,,2.0,2.0,开业,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1601,d8071a739aa75a3b7f58ebee2fa797a55bc62d37f9e09e3c,2018.0,2.0,,2.0,2.0,开业,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1602,f000950527a6feb6a876c167f45e75fc12f5140e055c9ffb,2015.0,2.0,,2.0,1.0,开业,,,,,,,,,2.0,,,1.0,1
1603,f000950527a6feb6a876c167f45e75fc12f5140e055c9ffb,2016.0,2.0,,2.0,1.0,开业,,,,,,,,,2.0,,,2.0,1
1604,f000950527a6feb6a876c167f45e75fc12f5140e055c9ffb,2018.0,2.0,,2.0,1.0,开业,,,,,,,,,2.0,,,1.0,1
1605,f000950527a6feb6a876c167f45e75fc12f5140e055c9ffb,2017.0,2.0,,2.0,1.0,开业,,,,,,,,,2.0,,,1.0,1
1606,f000950527a6feb6e219f346533e70d35a57cd9ed0b9132f,2017.0,2.0,,3.0,2.0,开业,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1607,f000950527a6feb6e219f346533e70d35a57cd9ed0b9132f,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1608,d8071a739aa75a3b165012ddb54b4b12871edf694ae5ee22,2016.0,2.0,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1609,d8071a739aa75a3b165012ddb54b4b12871edf694ae5ee22,2018.0,2.0,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1610,d8071a739aa75a3b165012ddb54b4b12871edf694ae5ee22,2017.0,2.0,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1611,e9f7b28ec10e0470e0d66cfab899aa0a89c756621736f0b3,2018.0,2.0,,2.0,1.0,歇业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
1612,f000950527a6feb66b2e4d530b5fb880ecf62f655d00829f,2016.0,2.0,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1613,f000950527a6feb66b2e4d530b5fb880ecf62f655d00829f,2017.0,2.0,,4.0,2.0,开业,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0
1614,f000950527a6feb66b2e4d530b5fb880ecf62f655d00829f,2018.0,2.0,,4.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1615,e9f7b28ec10e04704e39e4ef739e03eafa05fe22552a3873,2018.0,2.0,,5.0,1.0,开业,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
1616,f1c1045b13d1832990518c58a49235da333e25b6bd8dc59c,2018.0,2.0,180.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1617,f000950527a6feb621960e58786f17bab190e2f4d40c6b37,2015.0,2.0,,8.0,2.0,开业,,,,,,,,,2.0,2.0,,3.0,0
1618,f000950527a6feb621960e58786f17bab190e2f4d40c6b37,2016.0,2.0,,4.0,2.0,开业,,,,,,,,,2.0,2.0,,3.0,0
1619,f000950527a6feb621960e58786f17bab190e2f4d40c6b37,2017.0,2.0,,4.0,2.0,开业,,,,,,,,,2.0,2.0,,3.0,0
1620,f000950527a6feb621960e58786f17bab190e2f4d40c6b37,2018.0,2.0,,4.0,2.0,开业,,,,,,,,,2.0,2.0,,3.0,0
1621,f000950527a6feb69685e52ff083cd1991329355b5a98636,2015.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0
1622,f000950527a6feb69685e52ff083cd1991329355b5a98636,2016.0,2.0,,1.0,2.0,歇业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
1623,4a8fc4f3fb4d8a0f922bdb4df268c793092330a47fcd60a2,2018.0,2.0,10.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1624,f000950527a6feb68754f5ccd32f59bb512d9342d065bc63,2016.0,2.0,,4.0,1.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
1625,f000950527a6feb6ea9627e1a55eace5b3925c6706b911a6,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1626,8f19388cfd6e2b9c1bad9a94d6cf355b7e1bb97a41c933a8,2018.0,2.0,10.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1627,e9f7b28ec10e0470ad4c7c37194b2fa3f1320409060f891b,2018.0,2.0,,3.0,1.0,开业,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,,2.0,1
1628,59b38c56de383683aebb779e60a55b3445c387521506931c,2017.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1629,59b38c56de383683aebb779e60a55b3445c387521506931c,2018.0,2.0,,2.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,1
1630,d8071a739aa75a3baa7522fb9aa5efb826b92c0e4e458bfb,2016.0,2.0,,4.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1631,d8071a739aa75a3baa7522fb9aa5efb826b92c0e4e458bfb,2017.0,2.0,,6.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1632,d8071a739aa75a3baa7522fb9aa5efb826b92c0e4e458bfb,2018.0,2.0,,11.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1633,516ab81418ed215d17d4c09ed9ff81f22c97b6b4068ec9b2,2018.0,2.0,,35.0,2.0,开业,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1634,516ab81418ed215d17d4c09ed9ff81f22c97b6b4068ec9b2,2017.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1635,d8071a739aa75a3b45cfd90ef506f6b2f6dd6103ab28a4d5,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1636,f000950527a6feb60e4d18761dbc36ada05e2fdab2351929,2015.0,2.0,,1.0,2.0,歇业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1637,f000950527a6feb6951cbb24e1f9fd4bb340b00c897f2f43,2015.0,2.0,,5.0,2.0,开业,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0
1638,f000950527a6feb6b88ff6b107256bdc2af7d6ed83c1236b,2018.0,2.0,,6.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1639,59b38c56de3836838a3e65ab1f4d51a3105c1cec449af4c4,2017.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1640,59b38c56de3836838a3e65ab1f4d51a3105c1cec449af4c4,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
1641,f000950527a6feb67686b6319372deb8e76e919c5ff262f7,2015.0,2.0,,345.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0
1642,f000950527a6feb67686b6319372deb8e76e919c5ff262f7,2016.0,2.0,,198.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0
1643,f000950527a6feb67686b6319372deb8e76e919c5ff262f7,2017.0,2.0,,125.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0
1644,f000950527a6feb67686b6319372deb8e76e919c5ff262f7,2018.0,2.0,,127.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,15.0,0.0,90.0,2.0,1.0,2.0,3.0,0
1645,82750f1b9d122350d9ebf462ea90c3f44a30e8413287bc7c,2017.0,2.0,,1.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
1646,82750f1b9d122350d9ebf462ea90c3f44a30e8413287bc7c,2018.0,2.0,,0.0,1.0,开业,,,,,,,,,2.0,2.0,2.0,1.0,0
1647,beb4aaaa89e0a0ae7b14f2458640d0f74ef0bd16efd484c3,2018.0,2.0,30.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1648,f000950527a6feb60f888d70936adf6d00de19981195db00,2018.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1649,da8691b210adb3f61e3bcf5649844a2fe8553b0f4554dc3d,2018.0,2.0,5.6,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1650,f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,2015.0,2.0,,6.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0,0
1651,f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,2016.0,2.0,,5.0,1.0,开业,,,,,,,,,2.0,2.0,2.0,2.0,0
1652,f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,2017.0,2.0,,6.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,2.0,0
1653,f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,2018.0,2.0,,7.0,1.0,开业,,,,,,,,,2.0,1.0,2.0,2.0,0
1654,f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,2016.0,2.0,,5.0,1.0,开业,,,,,,,,,2.0,2.0,2.0,2.0,0
1655,da8691b210adb3f6f0b5ba594976d62361cc33d2e29e1a12,2018.0,2.0,10.0,3.0,,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1656,f000950527a6feb60233d05f5759ba58a50b55da3ffe9e4c,2015.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1657,f000950527a6feb60233d05f5759ba58a50b55da3ffe9e4c,2016.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
1658,9c7fa510616a6830efd53443210df7637413c751eab8c152,2018.0,2.0,5.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1659,f1c1045b13d18329aee2f15d7a68b735a6d90f3c8d7e08a3,2018.0,2.0,15.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
1660,f000950527a6feb6b9cb942bd90162f4749b6c3908f0e4fc,2016.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
